HAZARDMAPCELLREFERENCE,HAZARDMAP,HAZARDRATINGBYMAP,FILENAME
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,Gas_line_and_skin_of_trailer_not_bonded.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,Instructions_to_energize_defective_wiring_.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,Light_with_no_ballast_cover_.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,Example_of_cover_plate_missing_.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Expired_Safety_relief_valves_.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Safety_relief_valve_data_tag.png
EL053,"Protection and control
Ground-fault protection has not been provided at equipment rated >150 volts to ground and 1000 A or more; or 150 volts to ground or less and 2000 A or more.",4.0,Bf.png
EL053,"Protection and control
Ground-fault protection has not been provided at equipment rated >150 volts to ground and 1000 A or more; or 150 volts to ground or less and 2000 A or more.",4.0,Bg.png
EL053,"Protection and control
Ground-fault protection has not been provided at equipment rated >150 volts to ground and 1000 A or more; or 150 volts to ground or less and 2000 A or more.",4.0,Bc.png
EL053,"Protection and control
Ground-fault protection has not been provided at equipment rated >150 volts to ground and 1000 A or more; or 150 volts to ground or less and 2000 A or more.",4.0,Bd.png
EL053,"Protection and control
Ground-fault protection has not been provided at equipment rated >150 volts to ground and 1000 A or more; or 150 volts to ground or less and 2000 A or more.",4.0,Be.png
EL053,"Protection and control
Ground-fault protection has not been provided at equipment rated >150 volts to ground and 1000 A or more; or 150 volts to ground or less and 2000 A or more.",4.0,Bb.png
EL000,No Created Hazard Identified,0.0,New_employee.png
EL000,No Created Hazard Identified,0.0,Work_safe_BC__work_safe_BC_dust_mitigation_cleaning_brochure.png
EL000,No Created Hazard Identified,0.0,Work_safe_BC.png
EL000,No Created Hazard Identified,0.0,As_found_a__as_found_accumulation_of_dust_and_motor_control_room.png
EL000,No Created Hazard Identified,0.0,Delta_Cedar__Delta_cedar_product_dust_mitigation_plan.png
EL000,No Created Hazard Identified,0.0,Dust_accumulati__dust_accumulation_on_floor_under_mill.png
EL000,No Created Hazard Identified,0.0,Accumulation_of__accumulation_of_dust_from_the_mill_under_floor_chain.png
EL000,No Created Hazard Identified,0.0,Dust_clean.png
EL000,No Created Hazard Identified,0.0,Fire_safety__fire_safety_plan.png
EL000,No Created Hazard Identified,0.0,Repairs_is__repair_is_required_at_waist_conveyor_M8.png
EL000,No Created Hazard Identified,0.0,Does_the__dust_accumulation_from_vibrator.png
EL000,No Created Hazard Identified,0.0,Accumulations_of__accumulations_of_dust_and_cable_tray-typically_observed_throughout_mill.png
EL116,"Conductors, Risk Reg EL-15-2014
Misuse of flexible cords.",4.0,Cab_tire_in_panel.png
EL116,"Conductors, Risk Reg EL-15-2014
Misuse of flexible cords.",4.0,Flexible_cord_strapped_to__pedestal_.png
PR025,"Improper operational practice
Unmaintained loading/unloading area
Anticipated obstacles to safe loading/unloading not managed",2.0,Midway_return_decks.png
PR025,"Improper operational practice
Unmaintained loading/unloading area
Anticipated obstacles to safe loading/unloading not managed",2.0,Midway_return_deck.png
GA118,Clearance to a moisture exhaust duct,2.0,Ball_check_position.png
GA118,Clearance to a moisture exhaust duct,2.0,Moisture_exhaust.png
EL057,"Improper installation or location of equipment, conductors, cables or raceways
Enclosure is not rated for the environment or conditions of use",3.0,Panel_not_properly_weatherproof.png
EL015,"Placement of equipment does not allow for adequate access or egress.
Working space or clearances around equipment are inadequate",3.0,Load_break_switch_covered.png
EL090,"Continuity
Bonding;
method for equipment is not adequate.",3.0,Bonding_is_not_adequate_due_to_size_of_cable_for_this_method_of_termination.png
EL020,Damage to equipment may result in overheating.,4.0,2_-panel.png
EL020,Damage to equipment may result in overheating.,4.0,Corroded_service__rusted_right_through.png
EL015,"Placement of equipment does not allow for adequate access or egress.
Working space or clearances around equipment are inadequate",3.0,New_main_switch_not_enough_clearance.png
ED056,"Uneven Landing Surface
Slipping /Tripping Hazard
Well Lit",3.0,Pics__28313.png
GA061,Open gas line connected to fuel supply with valve in off position (no cap/plug),4.0,Open_gas_line_with_valve.png
EL001,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out;
• covers or other protective barriers are not present or damaged;
• live parts are exposed to accidental contact; and 
• in an area that is not normally accessible to persons",3.0,Used_mobile_home.png
EL001,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out;
• covers or other protective barriers are not present or damaged;
• live parts are exposed to accidental contact; and 
• in an area that is not normally accessible to persons",3.0,Dish_washer_cable.png
EL001,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out;
• covers or other protective barriers are not present or damaged;
• live parts are exposed to accidental contact; and 
• in an area that is not normally accessible to persons",3.0,Kitchen.png
EL001,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out;
• covers or other protective barriers are not present or damaged;
• live parts are exposed to accidental contact; and 
• in an area that is not normally accessible to persons",3.0,Panel.png
GA025,Inadequate protection high traffic,4.0,Crash_protection.png
BP137,3.1.1 Safeties will not function - Pressure Relief Device set pressure higher than minimum applicable setting required to provide over pressure protection,4.0,name_plate_mawp_.png
BP137,3.1.1 Safeties will not function - Pressure Relief Device set pressure higher than minimum applicable setting required to provide over pressure protection,4.0,Pressure_relief_device_.png
BP137,3.1.1 Safeties will not function - Pressure Relief Device set pressure higher than minimum applicable setting required to provide over pressure protection,4.0,Unit_.png
EL120,"Conductors
Cables, Raceways or conductors are damaged and need to be either replaced or repaired.",3.0,Non_metallic_sheathed_cable_jacket_burnt.png
EL249,"Category 1
• Equipment  is damaged and needs to be either replaced or repaired; and 
• Not suitable for continued use.",4.0,New_cable.png
EL249,"Category 1
• Equipment  is damaged and needs to be either replaced or repaired; and 
• Not suitable for continued use.",4.0,30A_circuit.png
EL249,"Category 1
• Equipment  is damaged and needs to be either replaced or repaired; and 
• Not suitable for continued use.",4.0,Modified_branch_circuit.png
ED052,"Switches / circuits controlling  access point  working correctly
Some Oily Surface
Fall prevention means in place
Adequate lighting",2.0,Trip_hazard.png
EL057,"Improper installation or location of equipment, conductors, cables or raceways
Enclosure is not rated for the environment or conditions of use",3.0,Panel_in_Bathroom.png
EL134,"Installation of electrical equipment
General: 
boxes in walls or ceilings are not flush (or within 6 mm of finished surface).",3.0,View01_dryer_outlet_box.png
PR030,"Malfunction that is:
reasonably detectable by maintenance program/operation",2.0,Brockton_machine_room.png
EL017,"Placement of equipment does not allow for adequate access or egress.
• Working space or clearances around equipment are inadequate;  
• Doors or exits are not acceptable.",3.0,Utility_guy_anchor_1.png
EL017,"Placement of equipment does not allow for adequate access or egress.
• Working space or clearances around equipment are inadequate;  
• Doors or exits are not acceptable.",3.0,Utility_guy_anchor_2.png
EL117,"Conductors, Risk Reg EL-15-2014
No expansion joint or not installed correctly.",3.0,P_clamps_on_exterior_PVC.png
EL117,"Conductors, Risk Reg EL-15-2014
No expansion joint or not installed correctly.",3.0,Control_wires_not_complete.png
EL003,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• bare live parts such as busbars, terminals, conductors are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",5.0,Damaged_wire.png
EL003,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• bare live parts such as busbars, terminals, conductors are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",5.0,Unapproved_receptacles_.png
EL003,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• bare live parts such as busbars, terminals, conductors are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",5.0,Damaged_cords.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Panel_cover_to_sub_distribution_not_installed.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,Service_cable_armor_not_bonded_on_service_end_sleeved_pvc_conduit.png
EL075,"Effective grounding, high voltage
Grounding or bonding conductor(s) are damaged or not observed.",4.0,Grounding_provisions_are_not_in_place_for_gang_operated_load_break_switch__.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Powerbars.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Shower_switch.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Luminaire.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Broken_switch.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Ext_cord_wiring.png
EL157,"Installation of electrical equipment
• Equipment  is damaged and needs to be either replaced or repaired; and 
• Not suitable for continued use.",4.0,Loose_connections.png
EL157,"Installation of electrical equipment
• Equipment  is damaged and needs to be either replaced or repaired; and 
• Not suitable for continued use.",4.0,Loose_connections_2.png
EL115,"Conductors, Risk Reg EL-15-2014
Cables, Raceways or conductors are not suitably sized for their intended use.",3.0,New_house_under_construction.png
EL115,"Conductors, Risk Reg EL-15-2014
Cables, Raceways or conductors are not suitably sized for their intended use.",3.0,Receptacle_in_laundry_area_improper_circuit.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Cable5.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Cable2.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Cable3.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Heater1.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Cable1.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Cable4.png
EL102,"Separation of circuits
Conductors of extra-low voltage and low voltage systems are not suitably separated from one and another.",2.0,Ditch.png
PR009,"Misalignments that are:
Reasonably detectable by maintenance program
Likely to propagate slowly toward a deropement condition.",2.0,Misalignment.png
PR009,"Misalignments that are:
Reasonably detectable by maintenance program
Likely to propagate slowly toward a deropement condition.",2.0,No_stop_sign.png
PR009,"Misalignments that are:
Reasonably detectable by maintenance program
Likely to propagate slowly toward a deropement condition.",2.0,Rollback_brake.png
PR009,"Misalignments that are:
Reasonably detectable by maintenance program
Likely to propagate slowly toward a deropement condition.",2.0,Load_test.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,Main_breaker_soaked_water_running_through_panel_and_all_breakers.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,BCH_tag.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,Panel_with_water_damage.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,Telephone_service_in_flood_pain_area_.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,2015_high_water_mark.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,Water_damage_from_previous__flood_.png
ED057,"• Uneven Landing Surface
• Temp Slipping /Tripping Hazard",2.0,Escalator_wall_and_outer_deck_opening_Oct_6_2016.png
EL000,No Created Hazard Identified,0.0,Documentation_of__documentation_of_dust_training_I_ve_employees.png
EL000,No Created Hazard Identified,0.0,As_found__as_found_condition_under_conveyor_system.png
EL000,No Created Hazard Identified,0.0,Continual_improveme__continual_improvement_documentation.png
EL000,No Created Hazard Identified,0.0,Dust_mitigatio__dust_mitigation_plan.png
EL000,No Created Hazard Identified,0.0,Dust_accumulati___dust_accumulation_under_product_receiving_line.png
EL000,No Created Hazard Identified,0.0,Dust_clean_up__dust_clean_up_records.png
EL000,No Created Hazard Identified,0.0,As_found__as_found_accumulation_of_dust_for_hopper_motor.png
EL000,No Created Hazard Identified,0.0,As_found__dust_accumulat__dust_accumulation_from_material_prior_to_being_processed.png
EL000,No Created Hazard Identified,0.0,As_found__as_found_accumulation_of_dust_on_top_of_electrical_equipment.png
EL000,No Created Hazard Identified,0.0,As_found__as_found_accumulation_of_dust.png
EL000,No Created Hazard Identified,0.0,Al_s_found__al_s_found_accumulation_of_dust_on_electrical_equipment.png
EL000,No Created Hazard Identified,0.0,Dust_accumulat___dust_accumulation_in_the_finishing_process_mail.png
EL000,No Created Hazard Identified,0.0,As_found_a__as_found_accumulation_of_dust_behind_planer_machine.png
EL000,No Created Hazard Identified,0.0,Dust_accumulat__dust_accumulation_around_the_motor_control_centre.png
GA112,Leaking or Failing special venting system (Carbon Monoxide present in space),5.0,Vent_drain.png
GA112,Leaking or Failing special venting system (Carbon Monoxide present in space),5.0,Drain_plug_instructions.png
GA112,Leaking or Failing special venting system (Carbon Monoxide present in space),5.0,Pool_boiler.png
EL057,"Improper installation or location of equipment, conductors, cables or raceways
Enclosure is not rated for the environment or conditions of use",3.0,Open_top_of_enclosure__no_sheathing_or_roof_above_panel__no_roof_membrane.png
EL030,"Improper installation or location of equipment, conductors, cables or raceways
Condensation may become present in service equipment.",2.0,View01_service_equipment.png
EL030,"Improper installation or location of equipment, conductors, cables or raceways
Condensation may become present in service equipment.",2.0,Detail02_service_conductors.png
GA088,Relief style regulator/device allowed to vent  within building/confined  space,5.0,I_.png
GA119,"Combustion/Ventilation air requirements non-compliant (In consideration of size, screens, grills, support).",3.0,Northgate.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,Willow_grouse_2.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,Willow_grouse1.png
EL173,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Unstrapped_cable_on_unapproved_equipment.png
ED008,"Defects that are:
Not detected by maintenance program
Likely to progress",3.0,Governor_rope.png
GA097,"Non compliant venting system ex: improper grading, incorrect glue/ fasteners",2.0,Chimney_liner.png
GA054,Code prohibited practices or materials,3.0,Generator_piping.png
EL133,"Installation of electrical equipment
General: 
improper polarity at receptacle.",3.0,Reverse_polarity_receptacles.png
EL098,"Conductors
Equipment is not approved for the specific use.  The location of cables, raceways, or overhead conductors are not located in an acceptable location.",3.0,Photo_to__Photo_two_armoured_cable_installed_underground.png
EL098,"Conductors
Equipment is not approved for the specific use.  The location of cables, raceways, or overhead conductors are not located in an acceptable location.",3.0,Armoured_cable__armoured_cable_installed_underground.png
GA043,Certified appliance connector installed but not approved for application,2.0,930_trunk.png
EL069,"General
Equipment is not approved for the specific use",3.0,Meters_jumpered_with__10_awg_copper_conductors.png
EL069,"General
Equipment is not approved for the specific use",3.0,New_comercial_building_under_construction_.png
EL069,"General
Equipment is not approved for the specific use",3.0,Jumpered_meter.png
EL069,"General
Equipment is not approved for the specific use",3.0,Meter_stack_in_electrical_room.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Branch_circuit.png
EL052,"Protection and control
Circuit breakers connected to branch circuit derived from a 3-wire grounded neutral system are not 2-pole, or 
the handles of single pole breakers are not interlocked",3.0,Doubled_circuits_wrong_over_current.png
EL057,"Improper installation or location of equipment, conductors, cables or raceways
Enclosure is not rated for the environment or conditions of use",3.0,View02_main_distribution.png
EL057,"Improper installation or location of equipment, conductors, cables or raceways
Enclosure is not rated for the environment or conditions of use",3.0,View01_branch_circuit_breakers.png
GA061,Open gas line connected to fuel supply with valve in off position (no cap/plug),4.0,unit_4_.png
GA061,Open gas line connected to fuel supply with valve in off position (no cap/plug),4.0,Service_valve_not_plugged.png
GA061,Open gas line connected to fuel supply with valve in off position (no cap/plug),4.0,Service_valve_with_wasp_nest.png
EL035,"Improper installation or location of equipment, conductors, cables or raceways
Location of conductors is not marked where required",3.0,ACWU_cable.png
BP047,"1.2.0 Corrosion/PSI Retention - Active local or general corrosion or erosion that causes thinning of a pressure retaining component to the extent that a vessel, pipe or component fails a fitness for service evaluation and is inadequate for operating conditions",5.0,Inside_DHWT_2_Glass_Lining_Failure.png
BP047,"1.2.0 Corrosion/PSI Retention - Active local or general corrosion or erosion that causes thinning of a pressure retaining component to the extent that a vessel, pipe or component fails a fitness for service evaluation and is inadequate for operating conditions",5.0,Outside_corrosion_of_DHWT__2.png
GA140,Appliance not installed according to installation instructions,3.0,No_Reg.png
EL069,"General
Equipment is not approved for the specific use",3.0,Seimens_breakers_in_Cutler_Hammer_panelboard.png
GA059,Underground piping entering a  building below grade (unapproved),3.0,Gas_enter_below_grade.png
EL030,"Improper installation or location of equipment, conductors, cables or raceways
Condensation may become present in service equipment.",2.0,Detail01_service_compartment.png
EL030,"Improper installation or location of equipment, conductors, cables or raceways
Condensation may become present in service equipment.",2.0,Detail02_branch_circuit_breakers.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Safety_valve.png
BP115,3.0.1 Safeties will not function - Safety Devices bypassed or failed but the back up corresponding safety devices operational,4.0,Block_valve.png
EL017,"Placement of equipment does not allow for adequate access or egress.
• Working space or clearances around equipment are inadequate;  
• Doors or exits are not acceptable.",3.0,Garage.png
EL017,"Placement of equipment does not allow for adequate access or egress.
• Working space or clearances around equipment are inadequate;  
• Doors or exits are not acceptable.",3.0,Attachment_point.png
EL017,"Placement of equipment does not allow for adequate access or egress.
• Working space or clearances around equipment are inadequate;  
• Doors or exits are not acceptable.",3.0,Panel_hole.png
EL017,"Placement of equipment does not allow for adequate access or egress.
• Working space or clearances around equipment are inadequate;  
• Doors or exits are not acceptable.",3.0,Feeder_damage.png
EL069,"General
Equipment is not approved for the specific use",3.0,BR_type_breaker_installed_in_panel_approved_for_DNPL_and_QNPL_types.png
EL069,"General
Equipment is not approved for the specific use",3.0,Eaton_BR_breaker_in_Siemens_EQ_panel.png
EL030,"Improper installation or location of equipment, conductors, cables or raceways
Condensation may become present in service equipment.",2.0,No_roof.png
EL030,"Improper installation or location of equipment, conductors, cables or raceways
Condensation may become present in service equipment.",2.0,Panel_covered_with_poly.png
EL155,"Installation of electrical equipment, EL-15-2014
Equipment is not approved for the specific use or location.",3.0,7.png
EL155,"Installation of electrical equipment, EL-15-2014
Equipment is not approved for the specific use or location.",3.0,2.png
EL155,"Installation of electrical equipment, EL-15-2014
Equipment is not approved for the specific use or location.",3.0,3.png
EL155,"Installation of electrical equipment, EL-15-2014
Equipment is not approved for the specific use or location.",3.0,1.png
EL155,"Installation of electrical equipment, EL-15-2014
Equipment is not approved for the specific use or location.",3.0,6.png
EL155,"Installation of electrical equipment, EL-15-2014
Equipment is not approved for the specific use or location.",3.0,5.png
EL155,"Installation of electrical equipment, EL-15-2014
Equipment is not approved for the specific use or location.",3.0,4.png
ED004,"Wear of defects that are:
Likely to progress and affects a non-safety critical component",2.0,Governor1.png
ED004,"Wear of defects that are:
Likely to progress and affects a non-safety critical component",2.0,Governor2.png
BP115,3.0.1 Safeties will not function - Safety Devices bypassed or failed but the back up corresponding safety devices operational,4.0,Manual.png
BP115,3.0.1 Safeties will not function - Safety Devices bypassed or failed but the back up corresponding safety devices operational,4.0,Safety_relief_valve_installed_horizontally.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,SAFETY_VALVE.png
EL069,"General
Equipment is not approved for the specific use",3.0,rv_cover_shot.png
EL069,"General
Equipment is not approved for the specific use",3.0,RV_receptacle.png
EL000,No Created Hazard Identified,0.0,Furnace_switch_over_furnace_too_high_to_reach.png
EL084,"Equipment
Gas line, cast or water pipe has not been bonded",3.0,Conduit_missing___conduit_missing_for_floor_heat.png
EL084,"Equipment
Gas line, cast or water pipe has not been bonded",3.0,NMD_14_2_for_island_receptacle__.png
EL084,"Equipment
Gas line, cast or water pipe has not been bonded",3.0,Bonding_strap_in_sub_panel.png
EL084,"Equipment
Gas line, cast or water pipe has not been bonded",3.0,Box_support.png
EL123,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Receptacles_open__receptacles_open_to_the_weather_.png
EL277,"Life Safety System, Fire Alarm, Emergency systems,
Life safety system is incomplete or showing signs of failure.",3.0,EM_Pack.png
GA098,Side wall vent termination not compliant with installation instructions,2.0,Non_compliant_vent_termination.png
GA084,Relief style regulator/device terminating too close to a mechanical air inlet (Risk Registry Item GA-02),3.0,Ld.png
EL123,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Bathroom_switch.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Pressure_relief_valve.png
EL069,"General
Equipment is not approved for the specific use",3.0,Image_1.png
EL069,"General
Equipment is not approved for the specific use",3.0,Image_5.png
EL069,"General
Equipment is not approved for the specific use",3.0,Image_2.png
EL069,"General
Equipment is not approved for the specific use",3.0,Image_3.png
EL069,"General
Equipment is not approved for the specific use",3.0,Image_4.png
EL033,"Improper installation or location of equipment, conductors, cables or raceways
Conductors are located inside building beyond 1.5m",3.0,Service_feeder_not_protected.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,NMSC_in_contact_with_ducts_2.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,NMSC_in_contact_with_duct.png
EL116,"Conductors, Risk Reg EL-15-2014
Misuse of flexible cords.",4.0,Flexible_cord_run_through_floor_to_provide_power_to_permanent_heat_trace_equipment.png
GA066,"Gas leak detected very minor odor present, able to pinpoint and isolate locally",3.0,Piping_where_leak_is_detected.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,View01_conduit.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,Detail02_conduit.png
GA121,insufficient mechanical air intake clearance to gas regulator relief,3.0,13408_Marine.png
EL000,No Created Hazard Identified,0.0,Suite_receptacle.png
EL099,"Conductors, Risk Reg EL-15-2014
Cables, Raceways or conductors are not suitably sized for their intended use.",3.0,_feeder_cable_size_for_200_amp_service_.png
GA136,Uncertified appliance connected to gas supply but not in service,3.0,Uncertified_equipment_connected_to_gas_supply_.png
GA061,Open gas line connected to fuel supply with valve in off position (no cap/plug),4.0,Unit_5__valve_not_plugged.png
GA061,Open gas line connected to fuel supply with valve in off position (no cap/plug),4.0,No_rain_cap_on_relief_valve.png
EL116,"Conductors, Risk Reg EL-15-2014
Misuse of flexible cords.",4.0,Flexible_extension_cord_through_skirting_to_permanent_heat_trace.png
EL137,"Installation of electrical equipment
General: 
covers or canopies on boxes have not been installed.",3.0,Exterior_outlet__wrong_cover.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Overdue_SV.png
GA113,Special/ positive vent system undersized for the length of run/elbows but appliance operates,2.0,Incorrect_vent_design_.png
EL006,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are not exposed to accidental contact; and
• in an area that is not normally accessible to persons.",2.0,Energized_conductors.png
GA077,Not installed according to certified installation instructions,2.0,Vertical_mounted_regulator.png
EL006,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are not exposed to accidental contact; and
• in an area that is not normally accessible to persons.",2.0,Outlet_box.png
EL006,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are not exposed to accidental contact; and
• in an area that is not normally accessible to persons.",2.0,Inside_view_of_panel.png
EL006,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are not exposed to accidental contact; and
• in an area that is not normally accessible to persons.",2.0,Connector_on_branch_ccts.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,A.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,B.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,C.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,D.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,E.png
GA140,Appliance not installed according to installation instructions,3.0,Return_air_grill_installed_in_furnace_room.png
EL142,"Installation of electrical equipment
Residential: 
tamper-resistant receptacles have not been installed where required.",3.0,Non_TR_rated_GFCI_receptacle_at_bathroom_counter.png
EL080,"Installation
Grounding; 
electrode is not installed or properly installed.",4.0,Meter.png
EL080,"Installation
Grounding; 
electrode is not installed or properly installed.",4.0,Panel.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,Meter_secured_to_pole_with_screws__approved_outdoor_hardware_not_provided.png
ED057,"• Uneven Landing Surface
• Temp Slipping /Tripping Hazard",2.0,0001.png
ED057,"• Uneven Landing Surface
• Temp Slipping /Tripping Hazard",2.0,0002.png
GA098,Side wall vent termination not compliant with installation instructions,2.0,Concealed_vent.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Non_compliant_addition_wiring.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Service_.png
BP140,4.0.1 Incorrect readings/alarms - Provided device range not correct,1.0,TRIDICATOR_WITH_TEMPERATURE_RANGE_BELOW_CODE_REQUIREMENT.png
EL236,"Class II, all locations
Area is classified, accumulations of combustible dust or explosive clouds are observed",3.0,Dust_accumulat_a.png
EL236,"Class II, all locations
Area is classified, accumulations of combustible dust or explosive clouds are observed",3.0,Typical_observati__typical_observation_of_cable_tray_no_dust_observed.png
EL236,"Class II, all locations
Area is classified, accumulations of combustible dust or explosive clouds are observed",3.0,Dust_accumula__dust_accumulation_exiting_from_multi_trim_saw.png
EL236,"Class II, all locations
Area is classified, accumulations of combustible dust or explosive clouds are observed",3.0,Dust_accumulat__dust_accumulation_on_cyclone_dust_collector.png
EL236,"Class II, all locations
Area is classified, accumulations of combustible dust or explosive clouds are observed",3.0,Hole_in__hole_in_dust_collection_system.png
EL236,"Class II, all locations
Area is classified, accumulations of combustible dust or explosive clouds are observed",3.0,Dust_accumulat__dust_accumulation_at_Long_waste_conveyor_photo_to.png
EL236,"Class II, all locations
Area is classified, accumulations of combustible dust or explosive clouds are observed",3.0,Dry_dust__dry_dust_accumulation_at_lawn_waste_conveyor.png
EL236,"Class II, all locations
Area is classified, accumulations of combustible dust or explosive clouds are observed",3.0,Cable_tray__Cable_tray_and_wood_desk_at_head_saw.png
EL236,"Class II, all locations
Area is classified, accumulations of combustible dust or explosive clouds are observed",3.0,Just_accumulat__just_accumulating_as_a_result_of_hole_in_conveyor_system.png
EL236,"Class II, all locations
Area is classified, accumulations of combustible dust or explosive clouds are observed",3.0,Just_a__dust_accumulation_under_stocker.png
