"","Insp_Number","Pmt_Number","CREATEDATE","ACTUALENDDATE","SO","Tech_Insp","Phy_Insp","PREFIX_INSPTYPE","DSCP_INSPTYPE","NAME_INSPSTATUS","SO_Evl_1","BCSA_Evl_1","Hzd_Svrty_1","Dscp_Hzd","COMMENTS","VERSIONNUMBER","Dscp_ImChkLstCtgy","AddressLine1_Insp","AddressLine2_Insp","AddressLine3_Insp","StreetType_Insp","City_Insp","Region_Insp","Province_Insp","PostalCode_Insp","Site_Lat","Site_Lon","RAP_Score","AppldDate_Pmt","PM_PERMIT_TYPE","PMTCLASS","PMTSTATUS","Pmt_Holder"
"4474","BPVIN-463494-2015","BPV-272490-2015","10/20/2015","10/2/2015","Markus Kootnikoff","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","1 - Insignificant","","MDRs available for review",1,"Non-Compliances for Boiler Technology","188","First",NA,"Avenue","Williams Lake","Interior","BC","V2G1Y8",52.1296212,-122.1286015,NA,"7/31/2015","BPV - Installation","Hot Water Boiler","Closed","Burgess Plumbing, Heating & Electrical Co. Ltd."
"4475","BPVIN-416879-2015","BPV-272491-2015","7/31/2015","7/31/2015","Gregory Endean","BP","Y","BPVIN","BPV Installation: Construction & Piping Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","1720","56",NA,"Street","Delta","Lower Mainland South","BC","V4L2B1",49,-12,NA,"7/31/2015","BPV - Installation","Refrigeration","Active","Fraser Valley Refrigeration Ltd"
"4476","BPVIN-416818-2015","BPV-272492-2015","7/31/2015","7/31/2015","Gregory Endean","BP","Y","BPVIN","BPV Installation: Construction & Piping Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","4600","Clarence Taylor",NA,"Crescent","Delta","Lower Mainland South","BC","V4K3X3",49,-12,NA,"7/31/2015","BPV - Installation","Refrigeration","Closed","Fraser Valley Refrigeration Ltd"
"4477","BPVIN-416845-2015","BPV-272492-2015","7/31/2015","7/31/2015","Gregory Endean","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","4600","Clarence Taylor",NA,"Crescent","Delta","Lower Mainland South","BC","V4K3X3",49,-12,NA,"7/31/2015","BPV - Installation","Refrigeration","Closed","Fraser Valley Refrigeration Ltd"
"4478","BPVOP-416683-2015","BPV-272686-2015","7/31/2015","7/30/2015","Trevor Emsley","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","6848","KIRKPATRICK",NA,"Crescent","Central Saanich","Vancouver Island","BC","V8M1Z9",48,-12,NA,"7/31/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Specific Mechanical Systems Ltd"
"4479","BPVOP-417575-2015","BPV-273142-2015","8/4/2015","2/26/2015","Richard Strebchuk","BP","Y","BPVOP","BPV Operating: Miscellaneous Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4181","Chetwynd Pulp Mill",NA,"Road","Chetwynd","Northern","BC","VOC1J0",NA,NA,NA,"8/4/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Chetwynd Mechanical Pulp Inc."
"4480","BPVOP-418080-2015","BPV-273445-2015","8/5/2015","7/15/2015","Ji Wang","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","1575","Kingsway",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C1S2",49,-12,NA,"8/5/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ellett Industries Limited"
"4481","BPVOP-418090-2015","BPV-273445-2015","8/5/2015","7/16/2015","Ji Wang","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","1575","Kingsway",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C1S2",49,-12,NA,"8/5/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ellett Industries Limited"
"4482","BPVOP-418094-2015","BPV-273445-2015","8/5/2015","7/20/2015","Ji Wang","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","1575","Kingsway",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C1S2",49,-12,NA,"8/5/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ellett Industries Limited"
"4483","BPVOP-418095-2015","BPV-273445-2015","8/5/2015","7/22/2015","Ji Wang","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","1575","Kingsway",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C1S2",49,-12,NA,"8/5/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ellett Industries Limited"
"4484","BPVOP-418096-2015","BPV-273445-2015","8/5/2015","7/28/2015","Ji Wang","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","1575","Kingsway",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C1S2",49,-12,NA,"8/5/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ellett Industries Limited"
"4485","BPVOP-419484-2015","BPV-273445-2015","8/7/2015","8/6/2015","Ji Wang","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","1575","Kingsway",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C1S2",49,-12,NA,"8/5/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ellett Industries Limited"
"4486","BPVIN-456403-2015","BPV-273480-2015","10/7/2015","10/22/2015","Robert Collins","BP","Y","BPVIN","BPV Installation: Installation Assessment - Boiler","Failed","","","2 - Minor","","",1,"","2118","West 15th",NA,"Avenue","Vancouver","Lower Mainland North","BC","V6J3Z3",49.2161825,-122.9687575,0,"8/5/2015","BPV - Installation","Hot Water Boiler","Closed","Dms Mechanical Ltd."
"4487","BPVIN-460440-2015","BPV-273480-2015","10/15/2015","11/4/2015","Robert Collins","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","2118","West 15th",NA,"Avenue","Vancouver","Lower Mainland North","BC","V6J3Z3",49.2161825,-122.9687575,87,"8/5/2015","BPV - Installation","Hot Water Boiler","Closed","Dms Mechanical Ltd."
"4488","BPVIN-482561-2015","BPV-273480-2015","11/22/2015","11/4/2015","Robert Collins","BP","Y","BPVIN","BPV Installation: Installation Assessment - Boiler","Passed","2_Physical Inspection","","1 - Insignificant","","",2,"","2118","West 15th",NA,"Avenue","Vancouver","Lower Mainland North","BC","V6J3Z3",49.2161825,-122.9687575,NA,"8/5/2015","BPV - Installation","Hot Water Boiler","Closed","Dms Mechanical Ltd."
"4489","BPVIN-501991-2015","BPV-273513-2015","12/26/2015","10/6/2015","Doug Bramley","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","","","0 - Compliant","","",1,"","320","East Hastings",NA,"Street","Vancouver","Lower Mainland North","BC","V6A1P4",49,-12,NA,"8/5/2015","BPV - Installation","Hot Water Boiler","Closed","Black & Mcdonald Ltd"
"4490","BPVIN-420467-2015","BPV-273517-2015","8/10/2015","8/17/2015","Bill Monteith","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklist for Boiler Technology","1110","Lawrence",NA,"Avenue","Kelowna","Interior","BC","V1Y7W2",49.9158455,-119.3884723,169,"8/5/2015","BPV - Installation","Hot Water Boiler","Closed","Kimco Controls Ltd"
"4491","BPVOP-418261-2015","BPV-273596-2015","8/5/2015","8/1/2015","Asif Zuberi","BP","Y","BPVOP","BPV Operating: Miscellaneous Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","8708","100",NA,"Street","Fort St. John","Northern","BC","V1J3W8",56,-12,NA,"8/5/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Aventur Energy Corporation"
"4492","BPVIN-462720-2015","BPV-274456-2015","10/19/2015","8/10/2015","Trevor Emsley","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","3500","Ryder Hesjedal",NA,"Way","Victoria","Vancouver Island","BC","V9C0J6",NA,NA,NA,"8/7/2015","BPV - Installation","Refrigeration","Closed","Cg Refrigeration"
"4493","BPVIN-424339-2015","BPV-274607-2015","8/17/2015","9/8/2015","Jeff Kobayashi","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","","","0 - Compliant","","Acceptable",1,"Checklist for Boiler Technology","2137","Comox",NA,"Avenue","Comox","Vancouver Island","BC","V9M1P2",49,-12,0,"8/7/2015","BPV - Installation","Thermal Fluid & Steam Boiler","Closed","Canwest Mechanical Inc."
"4494","BPVOP-420146-2015","BPV-274896-2015","8/10/2015","8/4/2015","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4495","BPVOP-420162-2015","BPV-274896-2015","8/10/2015","8/5/2015","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4496","BPVOP-420176-2015","BPV-274896-2015","8/10/2015","8/6/2015","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4497","BPVOP-420232-2015","BPV-274896-2015","8/10/2015","8/7/2015","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4498","BPVOP-423951-2015","BPV-274896-2015","8/17/2015","8/10/2015","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4499","BPVOP-423976-2015","BPV-274896-2015","8/17/2015","8/11/2015","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4500","BPVOP-423987-2015","BPV-274896-2015","8/17/2015","8/12/2015","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4501","BPVOP-424019-2015","BPV-274896-2015","8/17/2015","8/13/2015","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4502","BPVOP-428078-2015","BPV-274896-2015","8/21/2015","8/18/2015","Gregory Endean","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4503","BPVOP-428086-2015","BPV-274896-2015","8/21/2015","8/19/2015","Gregory Endean","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4504","BPVOP-428093-2015","BPV-274896-2015","8/21/2015","8/20/2015","Gregory Endean","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4505","BPVOP-428102-2015","BPV-274896-2015","8/21/2015","8/21/2015","Gregory Endean","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4506","BPVOP-436972-2015","BPV-274896-2015","9/7/2015","8/24/2015","Gregory Endean","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4507","BPVOP-436878-2015","BPV-274896-2015","9/6/2015","8/31/2015","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","N/A - Not Applicable","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ideal Welders Limited"
"4508","BPVOP-420277-2015","BPV-274986-2015","8/10/2015","8/6/2015","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","N/A - Not Applicable","","",1,"","7480","MacDonald",NA,"Road","Delta","Lower Mainland South","BC","V4G1N2",49,-12,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Gasmaster Industries Ltd."
"4509","BPVOP-420327-2015","BPV-275019-2015","8/10/2015","8/6/2015","Richard Strebchuk","BP","Y","BPVOP","BPV Operating: Miscellaneous Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","","10-14-82-20 w6m  Wilder",NA,"Field","Wilder","Northern","BC","VOC1J0",NA,NA,NA,"8/10/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Crew Energy Inc"
"4510","BPVIN-425971-2015","BPV-275191-2015","8/19/2015","8/13/2015","Robert Collins","BP","Y","BPVIN","BPV Installation: Construction & Piping Assessment - Boiler","Failed","2_Physical Inspection","","2 - Minor","under construction deficiencies being worked on","",1,"Checklist for Boiler Technology","8131","Nanavut",NA,"Lane","Vancouver","Northern","BC","V0V0V0",49.2161825,-122.9687575,NA,"8/10/2015","BPV - Installation","Hot Water Boiler","Closed","Dms Mechanical Ltd."
"4511","BPVIN-421556-2015","BPV-275697-2015","8/11/2015","8/13/2015","Vladimir Revenko","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","Remote shutdown switch is required.",1,"Non-Compliances for Boiler Technology","3899","Mt. Lehman",NA,"Road","Abbotsford","Lower Mainland South","BC","V2T5W5",NA,NA,0,"8/11/2015","BPV - Installation","Thermal Fluid & Steam Boiler","Closed","Fraser Valley Refrigeration Ltd"
"4512","BPVIN-449875-2015","BPV-275740-2015","9/28/2015","9/9/2015","Robert Collins","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","1 - Insignificant","","",1,"","2706","Trafalgar",NA,"Street","Vancouver","Lower Mainland South","BC","V2S7Y1",49.3164023,-123.0928147,NA,"8/11/2015","BPV - Installation","Hot Water Boiler","Closed","Keith Plumbing & Heating Co Ltd"
"4513","BPVIN-438801-2015","BPV-276190-2015","9/10/2015","10/23/2015","Larry Malmgren","BP","Y","BPVIN","BPV Installation: Installation Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","100","Elm",NA,"Street","Valemont","Northern","BC","V0E2Z0",NA,NA,0,"8/12/2015","BPV - Installation","Refrigeration","Active","Fraser Valley Refrigeration Ltd"
"4514","BPVIN-427486-2015","BPV-276198-2015","8/21/2015","8/21/2015","Mohd Sarker","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","2411","Mt Seymour",NA,"Highway","North Vancouver","Lower Mainland North","BC","V7H2Y9",NA,NA,107,"8/12/2015","BPV - Installation","Refrigeration","Closed","Fraser Valley Refrigeration Ltd"
"4515","BPVIN-486865-2015","BPV-276212-2015","11/30/2015","11/23/2015","Terry Behm","BP","Y","BPVIN","BPV Installation: Installation Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","3333","University",NA,"Way","Prince George","Northern","BC","V2N4Z9",53,-12,NA,"8/12/2015","BPV - Installation","Thermal Fluid & Steam Boiler","Active","All Pro Plumbing & Heating Inc."
"4516","BPVIN-435092-2015","BPV-276376-2015","9/2/2015","9/2/2015","Vladimir Revenko","BP","Y","BPVIN","BPV Installation: Installation Assessment - Boiler","Passed","2_Physical Inspection","","N/A - Not Applicable","","",1,"","1799","Riverside",NA,"Road","Abbotsford","Lower Mainland South","BC","V2S4J8",49,-12,NA,"8/12/2015","BPV - Installation","Thermal Fluid & Steam Boiler","Closed","Canadian Engineered Products And Sales Ltd."
"4517","BPVIN-444058-2015","BPV-276376-2015","9/17/2015","9/17/2015","Vladimir Revenko","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","3 - Moderate","All newly installed regulated equipment must undergo all necessary commissioning protocols in order to ensure safe installation. I found that there was no proper commissioning procedures documented for this high pressure boiler installation, but commissio","""Requred CRN number and design registrati",1,"Non-Compliances for Boiler Technology","1799","Riverside",NA,"Road","Abbotsford","Lower Mainland South","BC","V2S4J8",49,-12,283,"8/12/2015","BPV - Installation","Thermal Fluid & Steam Boiler","Closed","Canadian Engineered Products And Sales Ltd."
"4518","BPVIN-499577-2015","BPV-276888-2015","12/21/2015","12/21/2015","Mohd Sarker","BP","Y","BPVIN","BPV Installation: Installation Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","2222","Bellevue",NA,"Avenue","West Vancouver","Lower Mainland North","BC","V7V1C7",49,-12,NA,"8/13/2015","BPV - Installation","Thermal Fluid & Steam Boiler","Closed","Xpert Mechanical And J.K. Lillie Ltd."
"4519","BPVIN-453780-2015","BPV-276888-2015","10/2/2015","12/21/2015","Mohd Sarker","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","2222","Bellevue",NA,"Avenue","West Vancouver","Lower Mainland North","BC","V7V1C7",49,-12,0,"8/13/2015","BPV - Installation","Thermal Fluid & Steam Boiler","Closed","Xpert Mechanical And J.K. Lillie Ltd."
"4520","BPVOP-424157-2015","BPV-277835-2015","8/17/2015","8/7/2015","Trevor Emsley","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","6848","KIRKPATRICK",NA,"Crescent","Central Saanich","Vancouver Island","BC","V8M1Z9",48,-12,NA,"8/17/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Specific Mechanical Systems Ltd"
"4521","BPVIN-471887-2015","BPV-278115-2015","11/3/2015","11/3/2015","Larry Malmgren","BP","Y","BPVIN","BPV Installation: Installation Assessment - Boiler","Passed","","","0 - Compliant","","",1,"","2410","Laurier",NA,"Crescent","Prince George","Northern","BC","V2M2B3",53,-12,NA,"8/17/2015","BPV - Installation","Hot Water Boiler","Closed","Canuck Mechanical Ltd."
"4522","BPVIN-458452-2015","BPV-278115-2015","10/10/2015","11/3/2015","Larry Malmgren","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","","","0 - Compliant","","",1,"","2410","Laurier",NA,"Crescent","Prince George","Northern","BC","V2M2B3",53,-12,0,"8/17/2015","BPV - Installation","Hot Water Boiler","Closed","Canuck Mechanical Ltd."
"4523","BPVIN-432637-2015","BPV-278426-2015","8/28/2015","9/9/2015","Bill Monteith","BP","N","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Cancelled","","","0 - Compliant","","",1,"Checklist for Boiler Technology","1515","Kheen",NA,"Road","Kelowna","Interior","BC","V1X5T3",49.8906573,-119.4150736,0,"8/18/2015","BPV - Installation","Refrigeration","Closed","Lever Mechanical Ltd."
"4524","BPVIN-448801-2015","BPV-278426-2015","9/24/2015","9/24/2015","Bill Monteith","BP","N","BPVIN","BPV Installation: Installation Assessment - REF/PV","Passed","","","","","",1,"Checklist for Boiler Technology","1515","Kheen",NA,"Road","Kelowna","Interior","BC","V1X5T3",49.8906573,-119.4150736,NA,"8/18/2015","BPV - Installation","Refrigeration","Closed","Lever Mechanical Ltd."
"4525","BPVIN-438271-2015","BPV-278426-2015","9/9/2015","9/24/2015","Bill Monteith","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","1515","Kheen",NA,"Road","Kelowna","Interior","BC","V1X5T3",49.8906573,-119.4150736,0,"8/18/2015","BPV - Installation","Refrigeration","Closed","Lever Mechanical Ltd."
"4526","BPVIN-433486-2015","BPV-278447-2015","8/31/2015","9/2/2015","Bill Monteith","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklist for Boiler Technology","3502","30th",NA,"Avenue","Vernon","Interior","BC","V1T2E6",49.8906573,-119.4150736,0,"8/18/2015","BPV - Installation","Hot Water Boiler","Closed","Lever Mechanical Ltd."
"4527","BPVIN-428074-2015","BPV-278562-2015","8/21/2015","9/21/2015","Bing Hu","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","MDR",1,"Checklists for Boiler Technology","3700","Willington",NA,"Avenue","Burnaby","Lower Mainland North","BC","V5G3H2",49,-12,217,"8/18/2015","BPV - Installation","Hot Water Boiler","Closed","K D Engineering Co"
"4528","BPVIN-473704-2015","BPV-278720-2015","11/5/2015","11/6/2015","Surinder Morsara","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","","","1 - Insignificant","","",1,"","22","Royal",NA,"Avenue","New Westminster","Lower Mainland North","BC","V3L1G6",49.0461026,-122.7941605,157,"8/19/2015","BPV - Installation","Hot Water Boiler","Active","Ocean Park Mechanical Ltd."
"4529","BPVIN-483625-2015","BPV-278777-2015","11/24/2015","11/24/2015","Surinder Morsara","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","","","1 - Insignificant","","",1,"","1188","Pine Tree",NA,"Way","Coquitlam","Lower Mainland North","BC","V3B0A3",49.0461026,-122.7941605,NA,"8/19/2015","BPV - Installation","Hot Water Boiler","Closed","Ocean Park Mechanical Ltd."
"4530","BPVIN-483648-2015","BPV-278805-2015","11/24/2015","11/24/2015","Surinder Morsara","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","","","1 - Insignificant","","",1,"","1188","Pinetree",NA,"Way","Coquitlam","Lower Mainland North","BC","V3B0A3",49.0461026,-122.7941605,NA,"8/19/2015","BPV - Installation","Hot Water Boiler","Closed","Ocean Park Mechanical Ltd."
"4531","BPVIN-435222-2015","BPV-279584-2015","9/2/2015","8/26/2015","Surinder Morsara","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","2821","Murray",NA,"Street","Port Moody","Lower Mainland North","BC","V3H1X3",49,-12,NA,"8/20/2015","BPV - Installation","Thermal Fluid & Steam Boiler","Closed","Bc Boilers Services Ltd"
"4532","BPVIN-427651-2015","BPV-279739-2015","8/21/2015","8/20/2015","Richard Strebchuk","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","","Chevron d-28-13 / 94-0-12",NA,"","Fort Nelson","Northern","BC","VOC1R0",NA,NA,NA,"8/21/2015","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Chevron Canada Limited"
"4533","BPVIN-453670-2015","BPV-279888-2015","10/2/2015","10/14/2015","Richard Naysmith","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","","","0 - Compliant","No active hazards found during inspection","",1,"","32939","7",NA,"Avenue","Mission","Lower Mainland South","BC","V2V6E4",49,-12,169,"8/21/2015","BPV - Installation","Hot Water Boiler","Closed","Schubert Plumbing & Heating Ltd"
"4534","BPVIN-486718-2015","BPV-279911-2015","11/29/2015","11/27/2015","Mohd Sarker","BP","Y","BPVIN","BPV Installation: Installation Assessment - Boiler","Passed","2_Physical Inspection","","1 - Insignificant","Installer did not provide Manufacturer's Data Report and start-up report is incomplete.","",1,"","750","26",NA,"Street","North Vancouver","Lower Mainland North","BC","V7M2K6",49,-12,NA,"8/21/2015","BPV - Installation","Hot Water Boiler","Closed","Quadra Mechanical Ltd, Bruce Wittal"
"4535","BPVIN-486720-2015","BPV-279911-2015","12/21/2015","11/27/2015","Mohd Sarker","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","750","26",NA,"Street","North Vancouver","Lower Mainland North","BC","V7M2K6",49,-12,127,"8/21/2015","BPV - Installation","Hot Water Boiler","Closed","Quadra Mechanical Ltd, Bruce Wittal"
"4536","BPVIN-432938-2015","BPV-280029-2015","8/31/2015","9/1/2015","Vladimir Revenko","BP","Y","BPVIN","BPV Installation: Installation Assessment - REF/PV","Cancelled","2_Physical Inspection","","","","",1,"","5292","272",NA,"Street","Langley","Lower Mainland South","BC","V4W1S3",49,-12,166,"8/21/2015","BPV - Installation","Refrigeration","Closed","Century Plumbing & Heating Ltd"
"4537","BPVIN-432950-2015","BPV-280030-2015","8/31/2015","9/3/2015","Vladimir Revenko","BP","N","BPVIN","BPV Installation: Installation Assessment - REF/PV","Cancelled","","","","","",1,"","5292","272",NA,"Street","Langley","Lower Mainland South","BC","V4W1S3",49,-12,173,"8/21/2015","BPV - Installation","Refrigeration","Closed","Century Plumbing & Heating Ltd"
