"","Insp_Number","Pmt_Number","CREATEDATE","ACTUALENDDATE","SO","Tech_Insp","Phy_Insp","PREFIX_INSPTYPE","DSCP_INSPTYPE","NAME_INSPSTATUS","SO_Evl_1","BCSA_Evl_1","Hzd_Svrty_1","Dscp_Hzd","COMMENTS","VERSIONNUMBER","Dscp_ImChkLstCtgy","AddressLine1_Insp","AddressLine2_Insp","AddressLine3_Insp","StreetType_Insp","City_Insp","Region_Insp","Province_Insp","PostalCode_Insp","Site_Lat","Site_Lon","RAP_Score","AppldDate_Pmt","PM_PERMIT_TYPE","PMTCLASS","PMTSTATUS","Pmt_Holder"
"6559","BPVOP-569646-2016","3510391","5/2/2016","10/18/2016","Michael Cully","BP","N","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Cancelled","","","","","",1,"","8888","UNIVERSITY",NA,"Drive","Burnaby","Lower Mainland North","BC","V5A1S6",49.2800647,-122.9216577,419,"5/24/2007","BPV - Operating","Refrigeration","Active","Simon Fraser University (SFU)"
"6560","BPVIN-686399-2016","BPV-450658-2016","10/18/2016","10/18/2016","Robert Collins","BP","Y","BPVIN","BPV Installation: Installation Assessment - REF/PV","Failed","2_Physical Inspection","","0 - Compliant","","Install a code appropriate gauge on boile",1,"Non-Compliances for Boiler Technology","6066","Thunderbird",NA,"Boulevard","Vancouver","Lower Mainland North","BC","V6T1Z3",NA,NA,0,"10/12/2016","BPV - Installation","Hot Water Boiler","Active","Chapman Burner And Heating Service Ltd."
"6561","BPVOP-695342-2016","BPV-461725-2016","11/1/2016","10/18/2016","Doug Bramley","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","1575","KINGSWAY",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C4E5",49.2509335,-122.7580388,NA,"11/1/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ellett Industries Limited"
"6562","BPVIN-625814-2016","UW-420942-2016","8/5/2016","10/18/2016","Jeff Kobayashi","BP","Y","BPVIN","BPV Installation: Construction & Piping Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1200","Dufferin",NA,"Crescent","Nanaimo","Vancouver Island","BC","V9S2B7",49.1849251,-123.9708131,NA,"8/5/2016","Unpermitted Work","BPV","Active","Nanaimo Regional General Hospital"
"6563","BPVIN-676651-2016","BPV-442738-2016","10/3/2016","10/18/2016","Surinder Morsara","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","461","Griffiths",NA,"Place","New Westminster","Lower Mainland North","BC","V3L3Y6",49.230959,-122.8943997,0,"9/26/2016","BPV - Installation","Hot Water Boiler","Closed","Bc Comfort Air Conditioning Ltd"
"6564","BPVIN-625822-2016","UW-420941-2016","8/5/2016","10/18/2016","Jeff Kobayashi","BP","Y","BPVIN","BPV Installation: Construction & Piping Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1200","Dufferin",NA,"Crescent","Nanaimo","Vancouver Island","BC","V9S2B7",49.1849251,-123.9708131,NA,"8/5/2016","Unpermitted Work","BPV","Active","Nanaimo Regional General Hospital"
"6565","BPVOP-686402-2016","5074031","10/18/2016","10/18/2016","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Failed","2_Physical Inspection","","3 - Moderate","Upon assessment it is determined that machine mounted horizontal air receiver (2.1m long and 0.76m diameter pressure vessel) with Maximum Allowable Working Pressure (MAWP) of 200psig, has a safety valve that exceeded the required 3 year interval for servi","Upon assessment it is determined that mac",1,"Non-Compliances for Boiler Technology","1040","GEORGIA",NA,"Street","Vancouver","Lower Mainland North","BC","V6E4H1",49.285108,-123.122411,NA,"4/11/2012","BPV - Operating","Unfired Pressure Vessel - Regular","Active","0846869 BC Ltd"
"6566","BPOP-670676-2016","BPV-405595-2015","9/23/2016","10/18/2016","Dean Schmitke","BP","Y","BPOP","Propane PV on Individual Permit: Periodic Assessment","Passed","2_Physical Inspection","","0 - Compliant","","1000 USWG",1,"Checklists for Propane PV","13911","GARDEN CITY",NA,"Road","Richmond","Lower Mainland North","BC","V6Y2A4",49.1125432,-123.1263025,NA,"2/1/2016","BPV - Operating","Unfired Pressure Vessel - LPG","Active","Super Save Enterprises Ltd"
"6567","BPVOP-686440-2016","5058632","10/18/2016","10/18/2016","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1040","GEORGIA",NA,"Street","Vancouver","Lower Mainland North","BC","V6E4H1",49.285108,-123.122411,NA,"3/29/2012","BPV - Operating","Unfired Pressure Vessel - Regular","Active","0846869 BC Ltd"
"6568","BPVIN-682775-2016","UW-450946-2016","10/12/2016","10/18/2016","Asif Zuberi","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Failed","2_Physical Inspection","","4 - Major","Inappropriately controlled car seal block valves may cause equipment failure which may result in harm to personnel and property.","Demonstrate compliance by removing all bl",1,"Non-Compliances for Boiler Technology","LSD 03-18-80-15 W6","220",NA,"Road","Fort St John","Northern","BC","V0C1N0",56.2464575,-120.8251001,NA,"10/12/2016","Unpermitted Work","BPV","Active","Tourmaline Oil Corporation"
"6569","BPVIN-686319-2016","BPV-453112-2016","10/18/2016","10/18/2016","Trevor Emsley","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklists for Boiler Technology","780","Kings",NA,"Road","Victoria","Vancouver Island","BC","V8T5M4",48.4369282,-123.3637533,0,"10/18/2016","BPV - Installation","Hot Water Boiler","Closed","Tristan Patterson O/A North Plumbing & Heating"
"6570","BPVIN-665705-2016","BPV-395525-2016","9/16/2016","10/18/2016","Bill Monteith","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Failed","2_Physical Inspection","","1 - Insignificant","","",1,"Non-Compliances for Boiler Technology","1525","Dickson",NA,"Avenue","Kelowna","Interior","BC","V1Y4B8",NA,NA,0,"6/6/2016","BPV - Installation","Hot Water Boiler","Active","Kal-West Mechanical Systems Inc."
"6571","BPVOP-686364-2016","5058630","10/18/2016","10/18/2016","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","2_Physical Inspection","","3 - Moderate","Upon assessment of Hot Water Boiler with Heating Surface (HS) of 33 square meters, Allowable Working Pressure (AWP) of 30psig and Maximum Allowable Water Temperature (MAWT) of 250Fahrenheit, it was determined that the lockable remote shutdown switch is no","Upon assessment it is determined that  th",1,"Non-Compliances for Boiler Technology","1040","GEORGIA",NA,"Street","Vancouver","Lower Mainland North","BC","V6E4H1",49.2851802,-123.1223021,NA,"3/29/2012","BPV - Operating","Hot Water Boiler","Active","0846869 BC Ltd"
"6572","BPVOP-685346-2016","BPV-335578-2016","10/17/2016","10/18/2016","Grover Sharp","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","11588","KINGSTON",NA,"Street","Maple Ridge","Lower Mainland North","BC","V2X9J8",49.2133859,-122.6644624,NA,"1/18/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Enermax Mountain Manufacturing Ltd"
"6573","BPVOP-729997-2016","BPV-485035-2016","12/27/2016","10/18/2016","Asif Zuberi","BP","Y","BPVOP","BPV Operating: Special Request Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","11136","Parkview",NA,"Drive","Dawson Creek","Northern","BC","V1G4AB",NA,NA,NA,"","","","",""
"6574","BPVOP-686372-2016","5058631","10/18/2016","10/18/2016","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","2_Physical Inspection","","3 - Moderate","Upon assessment of Hot Water Boiler with Heating Surface (HS) of 33 square meter, Allowable Working Pressure (AWP) of 30psig and Maximum Allowable Water Temperature (MAWT) of 250Fahrenheit, it was determined that the lockable remote shutdown switch is not","Upon assessment it is determined that  th",1,"Non-Compliances for Boiler Technology","1040","GEORGIA",NA,"Street","Vancouver","Lower Mainland North","BC","V6E4H1",49.285108,-123.122411,NA,"3/29/2012","BPV - Operating","Hot Water Boiler","Active","0846869 BC Ltd"
"6575","BPVOP-684531-2016","BPV-332026-2016","10/14/2016","10/18/2016","Bing Hu","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","27222","Lougheed",NA,"Highway","Maple Ridge","Lower Mainland North","BC","V2W0C9",49.174303,-122.4598883,NA,"1/6/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Advanced Flow Systems Inc."
"6576","BPVOP-584554-2016","2251261","5/29/2016","10/18/2016","Michael Cully","BP","N","BPVOP","BPV Operating: Re-Inspection Assessment - REF/PV","Cancelled","","","","","",1,"","8888","UNIVERSITY",NA,"Drive","Burnaby","Lower Mainland North","BC","V5A1S6",49.2800647,-122.9216577,184,"3/15/1994","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Simon Fraser University (SFU)"
"6577","BPVOP-686642-2016","UW-291336-2015","10/18/2016","10/18/2016","Dennis Dornbusch","BP","Y","BPVOP","BPV Operating: Repair Assessment - REF/PV","Passed","","","1 - Insignificant","","",2,"","","FRASER FLATS",NA,"","Prince George","Northern","BC","V2L4W2",NA,NA,NA,"9/18/2015","Unpermitted Work","BPV","Initial","Canfor Pulp Ltd. (Northwood Pulp Mill Division)"
"6578","BPVIN-680480-2016","BPV-447514-2016","10/7/2016","10/18/2016","Jeff Kobayashi","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","375","2",NA,"Avenue","Campbell River","Vancouver Island","BC","V9W3V1",49.9161369,-119.4457104,NA,"10/4/2016","BPV � PV Application","BPV","Closed","Strathcona Mechanical, Boiler Contractor"
"6579","BPOP-670636-2016","BPV-405335-2015","9/23/2016","10/18/2016","Gary Eamor","BP","Y","BPOP","Propane PV on Individual Permit: Periodic Assessment","Passed","2_Physical Inspection","","0 - Compliant","","Propane",1,"Rating Factors associated with the system and associated equipment and materials","866","OLD PRINCETON MERRITT",NA,"Highway","Princeton","Interior","BC","V0X1W0",NA,NA,NA,"2/1/2016","BPV - Operating","Unfired Pressure Vessel - LPG","Active","Super Save Enterprises Ltd"
"6580","BPVOP-687373-2016","BPV-354025-2016","10/19/2016","10/18/2016","Gregory Endean","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","441","DERWENT",NA,"Place","Delta","Lower Mainland South","BC","V3M5Y9",49.1617921,-122.9474553,NA,"2/29/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Axton Incorporated"
"6581","BPVOP-730485-2016","4894316","12/28/2016","10/18/2016","Doug Bramley","BP","Y","BPVOP","BPV Operating: Miscellaneous Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","100","AMHERST",NA,"Avenue","North Vancouver","Lower Mainland North","BC","V7H1S4",49.2985706,-123.0143881,NA,"10/10/2011","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Canexus Corporation"
"6582","BPOP-670579-2016","BPV-405066-2015","9/23/2016","10/18/2016","Gary Eamor","BP","Y","BPOP","Propane PV on Individual Permit: Periodic Assessment","Passed","2_Physical Inspection","","0 - Compliant","","Propane",1,"Rating Factors associated with the system and associated equipment and materials","2141","5A",NA,"Highway","Princeton","Interior","BC","V0X1W0",NA,NA,NA,"2/1/2016","BPV - Operating","Unfired Pressure Vessel - LPG","Active","Super Save Enterprises Ltd"
"6583","BPVOP-513632-2016","2251916","1/20/2016","10/19/2016","Michael Cully","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","""No record of test",2,"Non-Compliances for Boiler Technology","3999","HASTINGS",NA,"Street","Burnaby","Lower Mainland North","BC","V5C2H8",49.2810855,-123.0163815,145,"7/1/1985","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Paradise Drycleaners"
"6584","BPVOP-687528-2016","3561634","10/19/2016","10/19/2016","Michael Cully","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","""No record of service or replacement for",3,"Non-Compliances for Boiler Technology","4623","BYRNE",NA,"Road","Burnaby","Lower Mainland North","BC","V5J3H6",49.1932033,-122.9979608,NA,"8/9/2007","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Sumas Environmental Serv Inc"
"6585","BPOP-670512-2016","BPV-404885-2015","9/23/2016","10/19/2016","Gary Eamor","BP","Y","BPOP","Propane PV on Individual Permit: Periodic Assessment","Passed","2_Physical Inspection","","3 - Moderate","Ignitable material laying within the 10' clearance area required for propane tank. If ignition took place the propane tank could over pressurize releasing high pressure propane gas into the surrounding area. Could result in loss of life buildings and equi","Ignitable materials are within the 10' cl",1,"Non-Compliances for Gas Technology","710","# 1",NA,"Road","Oliver","Interior","BC","V0H1T1",NA,NA,NA,"2/1/2016","BPV - Operating","Unfired Pressure Vessel - LPG","Active","Super Save Enterprises Ltd"
"6586","BPVIN-686637-2016","UW-291336-2015","10/18/2016","10/19/2016","Dennis Dornbusch","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","","","1 - Insignificant","","",2,"","","FRASER FLATS",NA,"","Prince George","Northern","BC","V2L4W2",NA,NA,NA,"9/18/2015","Unpermitted Work","BPV","Initial","Canfor Pulp Ltd. (Northwood Pulp Mill Division)"
"6587","BPVOP-688698-2016","2268228","10/21/2016","10/19/2016","Robert Collins","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","Acceptable",1,"Checklists for Boiler Technology","1550","BURRARD BPV",NA,"Street","Vancouver","Lower Mainland North","BC","V6J3G5",49.2722,-123.1448384,283,"7/1/1985","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Molson Breweries"
"6588","BPVOP-686955-2016","BPV-335578-2016","10/19/2016","10/19/2016","Grover Sharp","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","11588","KINGSTON",NA,"Street","Maple Ridge","Lower Mainland North","BC","V2X9J8",49.2133859,-122.6644624,NA,"1/18/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Enermax Mountain Manufacturing Ltd"
"6589","BPVOP-687036-2016","BPV-0000290872-2015","10/19/2016","10/19/2016","Florin Moldovan","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklists for Boiler Technology","130","FORESTER",NA,"Street","North Vancouver","Lower Mainland North","BC","V7H2M9",49.3076067,-123.0108749,NA,"3/27/2015","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Revolution ORS Acquisition GP Inc. dba Terrapure"
"6590","BPVIN-687075-2016","BPV-453747-2016","10/19/2016","10/19/2016","Richard Naysmith","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","First Inspection",1,"Checklists for Boiler Technology","6388","Unsworth",NA,"Road","Chilliwack","Lower Mainland South","BC","V2R5M3",49.1182232,-121.9920582,NA,"10/19/2016","BPV � PV Application","BPV","Closed","Ice River Springs Water Co."
"6591","BPVOP-687307-2016","2274736","10/19/2016","10/19/2016","Bart Wojtkiewicz","BP","Y","BPVOP","BPV Operating: Repair Assessment - REF/PV","Cancelled","2_Physical Inspection","","0 - Compliant","","A DRAFT of an NDE report was provided for",3,"Non-Compliances for Boiler Technology","8541","HAY",NA,"Road","Crofton","Vancouver Island","BC","V0R1R0",48.880124,-123.6516146,89,"11/13/1985","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Catalyst Paper Corporation"
"6592","BPVOP-687035-2016","BPV-0000290826-2015","10/19/2016","10/19/2016","Florin Moldovan","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Failed","2_Physical Inspection","","3 - Moderate","Upon the assessment of a Caustic Scrubber with MAWP of 820 psig, was found that the PRD was overdue as per CSA B51.","Provide proof of replacemet or re-certifi",1,"Non-Compliances for Boiler Technology","130","FORESTER",NA,"Street","North Vancouver","Lower Mainland North","BC","V7H2M9",49.3076067,-123.0108749,NA,"3/27/2015","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Revolution ORS Acquisition GP Inc. dba Terrapure"
"6593","BPVOP-722852-2016","BPV-168566-2014","12/13/2016","10/19/2016","Doug Bramley","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","1 - Insignificant","","",1,"","100","AMHERST",NA,"Avenue","North Vancouver","Lower Mainland North","BC","V7H1S4",49.3013333,-123.0155231,NA,"10/14/2014","BPV - Operating","Unfired Pressure Vessel - Special","Active","Canexus Corporation"
"6594","BPVOP-722858-2016","BPV-168567-2014","12/13/2016","10/19/2016","Doug Bramley","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","1 - Insignificant","","",1,"","100","AMHERST",NA,"Avenue","North Vancouver","Lower Mainland North","BC","V7H1S4",49.3013333,-123.0155231,NA,"10/14/2014","BPV - Operating","Unfired Pressure Vessel - Special","Active","Canexus Corporation"
"6595","BPVIN-687082-2016","BPV-346879-2016","10/19/2016","10/19/2016","Mohd Sarker","BP","Y","BPVIN","BPV Installation: Installation Assessment - Boiler","Failed","2_Physical Inspection","","1 - Insignificant","Upon assessment it is determined that Tridicator temperature range is below code requirement but within operating range. There is no way to verify abnormal operation beyond normal operating condition.","Upon assessment it is determined that Tri",1,"Non-Compliances for Boiler Technology","101","Hastings",NA,"Street","Vancouver","Lower Mainland North","BC","V6A1N5",49.2815456,-123.1019568,87,"2/17/2016","BPV - Installation","Hot Water Boiler","Active","Black & Mcdonald Ltd."
"6596","BPVOP-687031-2016","BPV-0000290896-2015","10/19/2016","10/19/2016","Florin Moldovan","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklists for Boiler Technology","130","FORESTER",NA,"Street","North Vancouver","Lower Mainland North","BC","V7H2M9",49.3076067,-123.0108749,NA,"3/27/2015","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Revolution ORS Acquisition GP Inc. dba Terrapure"
"6597","BPVOP-687195-2016","2279394","10/19/2016","10/19/2016","Richard Naysmith","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","2 - Minor","Heavy scale in bottom of Boiler and both Low Water Cut Offs feed piping internals","No Remote Shut Down.",1,"Checklists for Boiler Technology","10718","BELL",NA,"Road","Chilliwack","Lower Mainland South","BC","V2P6H5",49.1957174,-121.9298319,448,"9/29/1988","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Fairfield Propagators Ltd"
"6598","BPVIN-687191-2016","BPV-453879-2016","10/19/2016","10/19/2016","Mohd Sarker","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","101","Hastings",NA,"Street","Vancouver","Lower Mainland North","BC","V6A1N5",49.2815456,-123.1019568,NA,"10/19/2016","BPV � PV Application","BPV","Closed","Black & Mcdonald Ltd."
"6599","BPVIN-686155-2016","BPV-453020-2016","10/18/2016","10/19/2016","Surinder Morsara","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","1750","Mclean",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C1M9",49.2534931,-122.7640308,NA,"10/18/2016","BPV � PV Application","BPV","Initial","Linde Canada Limited"
"6600","BPVIN-687268-2016","BPV-398232-2016","10/19/2016","10/19/2016","Michael Gorzynski","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Failed","2_Physical Inspection","","0 - Compliant","None found.","Tank has isolation valve and must also ha",1,"Non-Compliances for Boiler Technology","1410","Baker",NA,"Street","Cranbrook","Interior","BC","V1C1B2",49.512136,-115.7606762,127,"6/14/2016","BPV - Installation","Hot Water Boiler","Active","D T Mechanical Ltd."
"6601","BPVIN-679805-2016","BPV-442152-2016","10/6/2016","10/19/2016","Trevor Emsley","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklists for Boiler Technology","2168","Phillips",NA,"Road","Sooke","Vancouver Island","BC","V9Z0Y3",48.3855623,-123.707464,0,"9/23/2016","BPV - Installation","Hot Water Boiler","Closed","Erb Technical Contracting Ltd."
"6602","BPVCO-687302-2016","LBP0204719","10/19/2016","10/19/2016","Dennis Dornbusch","BP","N","BPVCO","Boiler Pressure Vessels Contractor Audit","Passed","","","","","",NA,"","6111","45",NA,"Street","Leduc","Northern","AB","T9E7C4",0,0,NA,"","","","",""
"6603","BPVOP-684532-2016","BPV-339753-2016","10/14/2016","10/19/2016","Bing Hu","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","19087","96th",NA,"Avenue","Surrey","Lower Mainland South","BC","V4N3P2",49.1771221,-122.6933799,NA,"1/27/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Wellons Canada Corp"
"6604","BPVIN-356337-2015","BPV-232775-2015","4/28/2015","10/19/2016","Trevor Emsley","BP","N","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Cancelled","","","","","",1,"Checklist for Boiler Technology","2800","Blanshard",NA,"Street","Victoria","Vancouver Island","BC","V8T5B5",48.4398875,-123.3640153,0,"4/23/2015","BPV - Installation","Hot Water Boiler","Active","Mac's Heating Ltd"
"6605","BPVOP-689020-2016","BPV-446540-2016","10/21/2016","10/19/2016","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1480","Cliveden",NA,"Avenue","Delta","Lower Mainland South","BC","V3M6K2",49.1665072,-122.9636244,NA,"10/3/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Gasmaster Industries Ltd."
"6606","BPVIN-698367-2016","UW-344754-2016","11/4/2016","10/19/2016","Doug Bramley","BP","Y","BPVIN","BPV Installation: Piping Assessment","Failed","","","N/A - Not Applicable","UNDER CONSTRUCTION","FULL INSPECTION INVESTIGATION & TESTING D",3,"Non-Compliances for Boiler Technology","","PORT MELLON BPV",NA,"Highway","Port Mellon","Lower Mainland North","BC","V0N2S0",NA,NA,NA,"2/11/2016","Unpermitted Work","BPV","Initial","Howe Sound Pulp & Paper Corporation"
"6607","BPOP-670617-2016","BPV-404911-2015","9/23/2016","10/19/2016","Gary Eamor","BP","Y","BPOP","Propane PV on Individual Permit: Periodic Assessment","Passed","2_Physical Inspection","","0 - Compliant","","Propane",1,"Rating Factors associated with the system and associated equipment and materials","430","PINEHILL",NA,"Road","Oliver","Interior","BC","V0H1T5",NA,NA,NA,"2/1/2016","BPV - Operating","Unfired Pressure Vessel - LPG","Active","Super Save Enterprises Ltd"
"6608","BPOP-670566-2016","BPV-405316-2015","9/23/2016","10/19/2016","Gary Eamor","BP","Y","BPOP","Propane PV on Individual Permit: Periodic Assessment","Failed","2_Physical Inspection","","4 - Major","Dual port service valve on 1000 gallon propane tank was in closed position but not plugged. Vandal could open valve and release high pressure gas into the atmosphere.","Service valve port not plugged.",1,"Non-Compliances for Gas Technology","38615","107",NA,"Street","Oliver","Interior","BC","V0H1V4",NA,NA,NA,"2/1/2016","BPV - Operating","Unfired Pressure Vessel - LPG","Active","Super Save Enterprises Ltd"
"6609","BPVOP-689108-2016","BPV-446530-2016","10/22/2016","10/20/2016","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","660","Caldew",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49.1777302,-122.9311083,NA,"10/3/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Ideal Welders Limited"
"6610","BPVOP-689119-2016","2271434","10/22/2016","10/20/2016","Robert Collins","BP","Y","BPVOP","BPV Operating: Repair Assessment - Boiler","Failed","2_Physical Inspection","","3 - Moderate","One feed water piping crack outside of the boiler was allowing high pressure and temperature water to escape and flash into steam, in the boiler furnace one tube overheated and cracked, allowing high pressure water to escape, this was contained within the","Tube appears to have overheated (possible",1,"Rating Factors associated with operations","720","BEATTY",NA,"Street","Vancouver","Lower Mainland North","BC","V6B2M1",49.278471,-123.1126441,346,"7/1/1985","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Creative Energy Vancouver Platforms Inc."
"6611","BPOP-670647-2016","BPV-405262-2015","9/23/2016","10/20/2016","Dean Schmitke","BP","Y","BPOP","Propane PV on Individual Permit: Periodic Assessment","Failed","2_Physical Inspection","","0 - Compliant","","Tank no longer on site.",1,"Non-Compliances (Generic)","32355","MOUAT",NA,"Drive","Clearbrook","Lower Mainland South","BC","V2T4E9",49.0594279,-122.3285423,NA,"2/1/2016","BPV - Operating","Unfired Pressure Vessel - LPG","Active","Super Save Enterprises Ltd"
"6612","BPVOP-687994-2016","2273239","10/20/2016","10/20/2016","Trevor Emsley","BP","Y","BPVOP","BPV Operating: Repair Assessment - Boiler","Failed","2_Physical Inspection","","3 - Moderate","Corrosion and scale deposits have reduced tube thickness to the point of failure.","",2,"Non-Compliances for Boiler Technology","721","GOVERNMENT",NA,"Street","Victoria","Vancouver Island","BC","V8W1W5",48.4215957,-123.3674223,285,"7/1/1985","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Legacy Ef Inc."
"6613","BPVOP-687106-2016","BPV-368695-2016","10/19/2016","10/20/2016","Ji Wang","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","30731","Simpson",NA,"Road","Abbotsford","Lower Mainland South","BC","V2T6C7",49.046239,-122.3717398,NA,"3/21/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Accent Stainless Steel Manufacturing Ltd (Au-1035), Shop Inspections"
"6614","BPVOP-695347-2016","BPV-461725-2016","11/1/2016","10/20/2016","Doug Bramley","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","1575","KINGSWAY",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C4E5",49.2509335,-122.7580388,NA,"11/1/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ellett Industries Limited"
"6615","BPVIN-687552-2016","BPV-437872-2016","10/19/2016","10/20/2016","Bill Monteith","BP","N","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Cancelled","","","","","",1,"","1165","Ethel",NA,"Street","Kelowna","Interior","BC","V1Y2W4",49.8944194,-119.4827399,0,"9/14/2016","BPV - Installation","Refrigeration","Active","Falcon Refrigeration And Air Conditioning Ltd"
"6616","BPVIN-669701-2016","BPV-437872-2016","9/22/2016","10/20/2016","Bill Monteith","BP","N","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Cancelled","","","","","",1,"","1165","Ethel",NA,"Street","Kelowna","Interior","BC","V1Y2W4",49.8944194,-119.4827399,0,"9/14/2016","BPV - Installation","Refrigeration","Active","Falcon Refrigeration And Air Conditioning Ltd"
